contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UCT124H	900914	NE_5261_chromosome_ParA_2	chromosome	NE_5261	900914	380	100.0	0.12176522953356259	1097	365	[(1, 366)]	[(368911, 370008)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UCT124H	29828	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29828	255	100.0	2.5613517500335257	764	254	[(1, 255)]	[(5927, 6691)]	[(1, 255)]		False
contig_11 [gcode=11] [topology=linear]	UCT124H	29802	M32_B31_cp32-6_ParA_X	cp32-6	M32	29802	249	100.0	2.503187705523119	746	248	[(1, 249)]	[(20012, 20758)]	[(1, 249)]		False
contig_12 [gcode=11] [topology=linear]	UCT124H	29767	H28_B31_lp28-3_ParA_X	lp28-3	H28	29767	251	100.0	2.526287499580072	752	250	[(1, 251)]	[(11099, 11851)]	[(1, 251)]		False
contig_13 [gcode=11] [topology=linear]	UCT124H	29540	O32_B31_cp32-7_ParA_X	cp32-7	O32	29540	249	100.0	2.5253893026404874	746	248	[(1, 249)]	[(20407, 21153)]	[(1, 249)]		False
contig_14 [gcode=11] [topology=linear]	UCT124H	26525	NE_5261_cp26_ParA_1	cp26	NE_5261	26525	253	100.0	2.8576814326107445	758	252	[(1, 253)]	[(25608, 26366)]	[(1, 253)]		False
contig_15 [gcode=11] [topology=linear]	UCT124H	25182	RS05390_N40_N40_lp28-5_ParA_X	lp28-5	RS05390	25182	245	100.0	2.9147803986974825	734	244	[(1, 245)]	[(12105, 12839)]	[(1, 245)]		False
contig_16 [gcode=11] [topology=linear]	UCT124H	24711	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	24711	250	99.2	3.031038808627737	749	249	[(1, 250)]	[(12849, 13598)]	[(1, 250)]		False
contig_17 [gcode=11] [topology=linear]	UCT124H	24480	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24480	252	99.60317460317461	3.0841503267973858	755	251	[(1, 252)]	[(12193, 12948)]	[(1, 252)]		False
contig_18 [gcode=11] [topology=linear]	UCT124H	23172	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	23172	251	100.0	3.2452960469532193	752	250	[(1, 251)]	[(1006, 1758)]	[(1, 251)]		False
