contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI111H	910611	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910611	380	100.0	0.12046856451327734	1097	365	[(1, 366)]	[(368888, 369985)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI111H	30747	M32_B31_cp32-6_ParA_X	cp32-6	M32	30747	249	100.0	2.4262529677692135	746	248	[(1, 249)]	[(19714, 20460)]	[(1, 249)]		False
contig_11 [gcode=11] [topology=linear]	URI111H	30703	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30703	257	100.0	2.507898250985246	770	256	[(1, 257)]	[(19652, 20422)]	[(1, 257)]		False
contig_12 [gcode=11] [topology=linear]	URI111H	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(15368, 16111)]	[(1, 248)]		False
contig_13 [gcode=11] [topology=linear]	URI111H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(20393, 21145)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	URI111H	30260	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30260	252	100.0	2.4950429610046267	755	251	[(1, 252)]	[(20559, 21314)]	[(1, 252)]		False
contig_15 [gcode=11] [topology=linear]	URI111H	29863	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29863	255	100.0	2.5583497974081637	764	254	[(1, 255)]	[(5948, 6712)]	[(1, 255)]		False
contig_16 [gcode=11] [topology=linear]	URI111H	28159	H28_B31_lp28-3_ParA_X	lp28-3	H28	28159	251	100.0	2.6705493803046982	752	250	[(1, 251)]	[(11095, 11847)]	[(1, 251)]		False
contig_17 [gcode=11] [topology=linear]	URI111H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(15847, 16605)]	[(1, 253)]		False
contig_18 [gcode=11] [topology=linear]	URI111H	25198	I21_B31_lp28-4_ParA_X	lp28-4	I21	25198	250	100.0	2.972458131597746	749	249	[(1, 250)]	[(12966, 13715)]	[(1, 250)]		False
contig_19 [gcode=11] [topology=linear]	URI111H	22096	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22096	246	100.0	6.562273714699493	1450	241	[(1, 242)]	[(61, 786), (6461, 7186)]	[(1, 242), (1, 242)]	lp17*	True
contig_2 [gcode=11] [topology=linear]	URI111H	79085	Q40_B31_lp56_ParA_X	lp56	Q40	79085	251	100.0	0.9508756401340329	752	250	[(1, 251)]	[(56264, 57016)]	[(1, 251)]		False
contig_20 [gcode=11] [topology=linear]	URI111H	1244				1244										False
contig_21 [gcode=11] [topology=linear]	URI111H	1091				1091										False
contig_22 [gcode=11] [topology=linear]	URI111H	304				304										False
contig_23 [gcode=11] [topology=linear]	URI111H	148				148										False
contig_3 [gcode=11] [topology=linear]	URI111H	53602	A20_B31_lp54_ParA_X	lp54	A20	53602	250	100.0	1.3973359203014812	749	249	[(1, 250)]	[(39301, 40050)]	[(1, 250)]		False
contig_4 [gcode=11] [topology=linear]	URI111H	44213	J17_B31_lp38_ParA_X	lp38	J17	44213	245	100.0	1.6601452061610837	734	244	[(1, 245)]	[(11268, 12002)]	[(1, 245)]		False
contig_5 [gcode=11] [topology=linear]	URI111H	37547	K21_B31_lp36_ParA_X	lp36	K21	37547	249	100.0	1.9389032412709406	728	242	[(1, 243)]	[(13563, 14291)]	[(1, 243)]		False
contig_6 [gcode=11] [topology=linear]	URI111H	33475	F24_B31_lp28-1_ParA_X	lp28-1	F24	33475	254	100.0	2.2733383121732635	761	253	[(1, 254)]	[(14768, 15529)]	[(1, 254)]	lp28-1*	True
contig_7 [gcode=11] [topology=linear]	URI111H	31806	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	31806	252	100.0	2.3737659561089104	755	251	[(1, 252)]	[(11418, 12173)]	[(1, 252)]		False
contig_8 [gcode=11] [topology=linear]	URI111H	31246	O32_B31_cp32-7_ParA_X	cp32-7	O32	31246	249	100.0	2.3875056007168918	746	248	[(1, 249)]	[(27177, 27923)]	[(1, 249)]		False
contig_9 [gcode=11] [topology=linear]	URI111H	30763	B379_chromosome_ParA_5	chromosome	B379	30763	262	100.0	2.5517667327633844	785	261	[(1, 262)]	[(1807, 2592)]	[(1, 262)]		False
