contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY990P	902813	80a_chromosome_ParA_2	chromosome	80a	902813	380	100.0	0.12616123161717877	1139	379	[(1, 380)]	[(533423, 534562)]	[(1, 380)]		False
contig_10 [gcode=11] [topology=linear]	UNY990P	31391	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	31391	251	99.60159362549801	2.395591092988436	752	250	[(1, 251)]	[(21415, 22167)]	[(1, 251)]		False
contig_11 [gcode=11] [topology=linear]	UNY990P	28907	I21_B31_lp28-4_ParA_X	lp28-4	I21	28907	250	100.0	2.591067907427267	749	249	[(1, 250)]	[(14690, 15439)]	[(1, 250)]		False
contig_12 [gcode=11] [topology=linear]	UNY990P	24257	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	24257	249	100.0	3.075400915199736	746	248	[(1, 249)]	[(12979, 13725)]	[(1, 249)]		False
contig_13 [gcode=11] [topology=linear]	UNY990P	30083	RS06620_JD1_JD1_lp28-7_ParA_X	lp28-7	RS06620	30083	253	100.0	2.5196955090915134	758	252	[(1, 253)]	[(5768, 6526)]	[(1, 253)]		False
contig_14 [gcode=11] [topology=linear]	UNY990P	21424	RS210_MM1_plsm_lp28-8_ParA_X	lp28-8	RS210	21424	271	99.63099630996311	3.790141896938014	812	270	[(1, 271)]	[(12252, 13064)]	[(1, 271)]		False
contig_15 [gcode=11] [topology=linear]	UNY990P	28809	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	28809	249	100.0	2.5269880939984035	728	242	[(1, 243)]	[(19086, 19814)]	[(1, 243)]		False
contig_16 [gcode=11] [topology=linear]	UNY990P	39210	J17_B31_lp38_ParA_X	lp38	J17	39210	245	100.0	1.8719714358581996	734	244	[(1, 245)]	[(11527, 12261)]	[(1, 245)]		False
contig_17 [gcode=11] [topology=linear]	UNY990P	54710	A20_B31_lp54_ParA_X	lp54	A20	54710	250	100.0	1.3690367391701699	749	249	[(1, 250)]	[(40399, 41148)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UNY990P	26506	80a_cp26_ParA_1	cp26	80a	26506	253	100.0	2.859729872481702	758	252	[(1, 253)]	[(10843, 11601)]	[(1, 253)]		False
contig_3 [gcode=11] [topology=linear]	UNY990P	30824	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30824	249	99.59839357429718	2.420192058136517	746	248	[(1, 249)]	[(22525, 23271)]	[(1, 249)]		False
contig_4 [gcode=11] [topology=linear]	UNY990P	29580	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	29580	252	100.0	2.552400270453009	755	251	[(1, 252)]	[(22303, 23058)]	[(1, 252)]		False
contig_5 [gcode=11] [topology=linear]	UNY990P	30213	Q40_B31_lp56_ParA_X	lp56	Q40	30213	251	99.60159362549801	2.488994803561381	752	250	[(1, 251)]	[(27497, 28249)]	[(1, 251)]		False
contig_6 [gcode=11] [topology=linear]	UNY990P	30688	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	30688	246	100.0	2.3820385818561	731	243	[(1, 244)]	[(22404, 23135)]	[(1, 244)]		False
contig_7 [gcode=11] [topology=linear]	UNY990P	8520				8520										False
contig_8 [gcode=11] [topology=linear]	UNY990P	16095	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16095	246	100.0	4.504504504504505	725	241	[(1, 242)]	[(12538, 13263)]	[(1, 242)]		False
contig_9 [gcode=11] [topology=linear]	UNY990P	33164	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	33164	252	100.0	2.2765649499457243	755	251	[(1, 252)]	[(11402, 12157)]	[(1, 252)]		False
