contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY1085P	903386	RS00395_29805_29805_lp54_ParA_X	lp54	RS00395	903386	380	99.72527472527473	0.12076786667050408	1091	363	[(1, 364)]	[(368811, 369902)]	[(1, 364)]		False
contig_10 [gcode=11] [topology=linear]	UNY1085P	24134	RS05540_29805_29805_lp25_ParA_X	lp25	RS05540	24134	252	100.0	3.1283666197066378	755	251	[(1, 252)]	[(11886, 12641)]	[(1, 252)]		False
contig_11 [gcode=11] [topology=linear]	UNY1085P	29897	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29897	255	100.0	2.5554403451851355	764	254	[(1, 255)]	[(6024, 6788)]	[(1, 255)]		False
contig_12 [gcode=11] [topology=linear]	UNY1085P	30844	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30844	251	100.0	2.438075476591882	752	250	[(1, 251)]	[(21466, 22218)]	[(1, 251)]		False
contig_13 [gcode=11] [topology=linear]	UNY1085P	29500	I21_B31_lp28-4_ParA_X	lp28-4	I21	29500	250	100.0	2.538983050847458	749	249	[(1, 250)]	[(14067, 14816)]	[(1, 250)]		False
contig_14 [gcode=11] [topology=linear]	UNY1085P	27365	RS05390_N40_N40_lp28-5_ParA_X	lp28-5	RS05390	27365	245	100.0	2.6822583592179794	734	244	[(1, 245)]	[(13003, 13737)]	[(1, 245)]		False
contig_15 [gcode=11] [topology=linear]	UNY1085P	29293	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29293	251	100.0	2.567166217184993	752	250	[(1, 251)]	[(22963, 23715)]	[(1, 251)]		False
contig_16 [gcode=11] [topology=linear]	UNY1085P	35946	RS06330_29805_29805_lp36_ParA_X	lp36	RS06330	35946	249	100.0	2.0753352250598116	746	248	[(1, 249)]	[(14959, 15705)]	[(1, 249)]		False
contig_17 [gcode=11] [topology=linear]	UNY1085P	38825	RS04825_29805_29805_lp38_ParA_X	lp38	RS04825	38825	245	100.0	1.8905344494526723	734	244	[(1, 245)]	[(11169, 11903)]	[(1, 245)]		False
contig_18 [gcode=11] [topology=linear]	UNY1085P	53865	A20_B31_lp54_ParA_X	lp54	A20	53865	250	100.0	1.3905133203378817	749	249	[(1, 250)]	[(13582, 14331)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UNY1085P	26316				26316										False
contig_3 [gcode=11] [topology=linear]	UNY1085P	27704	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27704	260	100.0	2.811868322263933	779	259	[(1, 260)]	[(14504, 15283)]	[(1, 260)]		False
contig_4 [gcode=11] [topology=linear]	UNY1085P	30617	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	30617	251	100.0	2.456151811085345	752	250	[(1, 251)]	[(15150, 15902)]	[(1, 251)]		False
contig_5 [gcode=11] [topology=linear]	UNY1085P	21715	S35_B31_cp32-3_ParA_X	cp32-3	S35	21715	246	100.0	3.393967303707115	737	245	[(1, 246)]	[(6171, 6908)]	[(1, 246)]		False
contig_6 [gcode=11] [topology=linear]	UNY1085P	22534	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	22534	257	100.0	3.4170586669033463	770	256	[(1, 257)]	[(18511, 19281)]	[(1, 257)]		False
contig_7 [gcode=11] [topology=linear]	UNY1085P	29694	RS06545_29805_29805_cp32-7_ParA_X	cp32-7	RS06545	29694	249	100.0	2.5122920455310838	746	248	[(1, 249)]	[(14798, 15544)]	[(1, 249)]		False
contig_8 [gcode=11] [topology=linear]	UNY1085P	30415	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30415	251	100.0	2.4428735821140886	743	247	[(1, 248)]	[(22776, 23519)]	[(1, 248)]		False
contig_9 [gcode=11] [topology=linear]	UNY1085P	17030	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17030	246	100.0	4.2571931884908985	725	241	[(1, 242)]	[(13473, 14198)]	[(1, 242)]		False
