# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NZ_CP031412.1	cds	2	349	+	GKLIPC_00001		(5' truncated) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1L8ZDT6, UniRef:UniRef90_A0A7W9ZN91
NZ_CP031412.1	cds	466	1494	-	GKLIPC_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_106011434.1, SO:0001217, UniParc:UPI000D02875C, UniRef:UniRef100_UPI000D02875C, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
NZ_CP031412.1	cds	1482	2948	-	GKLIPC_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002659110.1, SO:0001217, UniParc:UPI00016C372B, UniRef:UniRef100_A0A7U8EZY9, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
NZ_CP031412.1	cds	3094	4887	+	GKLIPC_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_002662018.1, SO:0001217, UniParc:UPI00016C4D34, UniRef:UniRef100_UPI00016C4D34, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
NZ_CP031412.1	cds	4940	5998	-	GKLIPC_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002662024.1, SO:0001217, UniParc:UPI00016C4D33, UniRef:UniRef100_UPI00016C4D33, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
NZ_CP031412.1	cds	6001	7089	-	GKLIPC_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
NZ_CP031412.1	cds	7150	8007	-	GKLIPC_00007		Uncharacterized protein BB_0007	RefSeq:WP_002659142.1, SO:0001217, UniParc:UPI00016C372C, UniRef:UniRef100_A0A7U8I682, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
NZ_CP031412.1	cds	8119	8889	+	GKLIPC_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
NZ_CP031412.1	cds	8894	9898	+	GKLIPC_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_002556616.1, SO:0001217, UniParc:UPI00016B2F8D, UniRef:UniRef100_A0A7U8I518, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
NZ_CP031412.1	cds	9895	10269	+	GKLIPC_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
NZ_CP031412.1	cds	10273	11112	+	GKLIPC_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002556618.1, SO:0001217, UniParc:UPI00000572F8, UniRef:UniRef100_O51044, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
NZ_CP031412.1	cds	11113	11853	+	GKLIPC_00012	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_002661903.1, SO:0001217, UniParc:UPI00016C4D32, UniRef:UniRef100_UPI00016C4D32, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
NZ_CP031412.1	cds	11846	12445	+	GKLIPC_00013		Uncharacterized protein BB_0013	RefSeq:WP_002661935.1, SO:0001217, UniParc:UPI00016C4D31, UniRef:UniRef100_UPI00016C4D31, UniRef:UniRef50_O51046, UniRef:UniRef90_O51046
NZ_CP031412.1	cds	12438	14420	+	GKLIPC_00014	priA	primosomal protein N'	COG:COG1198, COG:L, EC:3.6.4.-, GO:0003677, GO:0003678, GO:0003688, GO:0005524, GO:0005658, GO:0006260, GO:0006268, GO:0006269, GO:0008270, GO:0016787, GO:0016818, GO:1990077, RefSeq:WP_002658369.1, SO:0001217, UniParc:UPI00016B2F8B, UniRef:UniRef100_A0A0H3C0U4, UniRef:UniRef50_Q45032, UniRef:UniRef90_Q45032
