# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CFHKPG_00001	cds	1	564	+	DGBGBC_00001		Uncharacterized protein BB_0001	RefSeq:WP_020948668.1, SO:0001217, UniParc:UPI00016B30FB, UniRef:UniRef100_O51035, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
CFHKPG_00002	cds	1	1029	+	DGBGBC_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_002658389.1, SO:0001217, UniParc:UPI00000572EF, UniRef:UniRef100_O54536, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
CFHKPG_00003	cds	1	1467	+	DGBGBC_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002665530.1, SO:0001217, UniParc:UPI00017F46ED, UniRef:UniRef100_UPI00017F46ED, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
CFHKPG_00004	cds	1	1794	+	DGBGBC_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_020948671.1, SO:0001217, UniParc:UPI00000572F1, UniRef:UniRef100_O51037, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
CFHKPG_00005	cds	16	1056	+	DGBGBC_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, SO:0001217, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
CFHKPG_00006	cds	1	1089	+	DGBGBC_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
CFHKPG_00007	cds	1	858	+	DGBGBC_00007		Uncharacterized protein BB_0007	RefSeq:WP_002658378.1, SO:0001217, UniParc:UPI00000572F4, UniRef:UniRef100_O51040, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
CFHKPG_00008	cds	1	771	+	DGBGBC_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
CFHKPG_00009	cds	91	1005	+	DGBGBC_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, SO:0001217, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
CFHKPG_00010	cds	1	375	+	DGBGBC_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
CFHKPG_00011	cds	1	840	+	DGBGBC_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002556618.1, SO:0001217, UniParc:UPI00000572F8, UniRef:UniRef100_O51044, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
