# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	114	677	+	FHINLM_00001		Uncharacterized protein BB_0001	RefSeq:WP_020948668.1, SO:0001217, UniParc:UPI00016B30FB, UniRef:UniRef100_O51035, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
contig_1	cds	768	1796	-	FHINLM_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_002658389.1, SO:0001217, UniParc:UPI00000572EF, UniRef:UniRef100_O54536, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
contig_1	cds	1784	3250	-	FHINLM_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002665530.1, SO:0001217, UniParc:UPI00017F46ED, UniRef:UniRef100_UPI00017F46ED, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
contig_1	cds	3396	5189	+	FHINLM_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_020948671.1, SO:0001217, UniParc:UPI00000572F1, UniRef:UniRef100_O51037, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
contig_1	cds	5252	6307	-	FHINLM_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_083013122.1, SO:0001217, UniParc:UPI0009F216F9, UniRef:UniRef100_UPI0009F216F9, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
contig_1	cds	6310	7398	-	FHINLM_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
contig_1	cds	7459	8316	-	FHINLM_00007		Uncharacterized protein BB_0007	RefSeq:WP_002658378.1, SO:0001217, UniParc:UPI00000572F4, UniRef:UniRef100_O51040, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
contig_1	cds	8428	9198	+	FHINLM_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
contig_1	cds	9203	10207	+	FHINLM_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_010889659.1, SO:0001217, UniParc:UPI00000572F6, UniRef:UniRef100_O51042, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
contig_1	cds	10204	10578	+	FHINLM_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
