# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NZ_CP161904.1	cds	1125	2309	-	JCNJCL_00001		Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain	COG:COG4748, COG:S, RefSeq:WP_002665626.1, SO:0001217, UniParc:UPI0000057634, UniRef:UniRef100_O51791, UniRef:UniRef50_A0A172XD44, UniRef:UniRef90_O51791
NZ_CP161904.1	cds	5837	6775	+	JCNJCL_00002		P12 family lipoprotein	SO:0001217, UniRef:UniRef50_A0A1G4QA48, UniRef:UniRef90_Q6W6N9
NZ_CP161904.1	cds	7446	8870	-	JCNJCL_00003	yfcC	putative membrane transporter YfcC, affects glyoxylate shunt	COG:COG1288, COG:R, RefSeq:WP_002657298.1, SO:0001217, UniParc:UPI00016B2F52, UniRef:UniRef100_UPI00016B2F52, UniRef:UniRef50_A0A1L6VUG6, UniRef:UniRef90_A0A1L6VUG6
NZ_CP161904.1	cds	8922	9905	-	JCNJCL_00004	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0016597, GO:0019546, GO:0019547, GO:0042450, RefSeq:WP_002657297.1, SO:0001217, UniParc:UPI00016B2DF0, UniRef:UniRef100_UPI00016B2DF0, UniRef:UniRef50_P0C2U0, UniRef:UniRef90_O51782
NZ_CP161904.1	cds	9973	11205	-	JCNJCL_00005	arcA	arginine deiminase	COG:COG2235, COG:E, EC:3.5.3.6, GO:0005737, GO:0016990, GO:0019546, GO:0019547, RefSeq:WP_002557431.1, SO:0001217, UniParc:UPI000004CCB9, UniRef:UniRef100_O51781, UniRef:UniRef50_O51781, UniRef:UniRef90_O51781
NZ_CP161904.1	cds	11384	13000	+	JCNJCL_00006		Lipoprotein	RefSeq:WP_002657295.1, SO:0001217, UniParc:UPI000005762A, UniRef:UniRef100_O51780, UniRef:UniRef50_A0A5J6WC56, UniRef:UniRef90_A0A1L6VU60
NZ_CP161904.1	cds	13009	13608	+	JCNJCL_00007		Ribonuclease H1 N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_O51779, UniRef:UniRef90_O51779
NZ_CP161904.1	cds	13577	14125	+	JCNJCL_00008		Lipoprotein	RefSeq:WP_002657290.1, SO:0001217, UniParc:UPI000188480B, UniRef:UniRef100_G5IXG9, UniRef:UniRef50_D6RWI6, UniRef:UniRef90_A0A7W9ZK21
NZ_CP161904.1	cds	14135	17575	-	JCNJCL_00009	lptD	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	COG:COG1452, COG:M, RefSeq:WP_002657286.1, SO:0001217, UniParc:UPI000199A4C5, UniRef:UniRef100_UPI000199A4C5, UniRef:UniRef50_I0FDT1, UniRef:UniRef90_G0AMS4
NZ_CP161904.1	cds	17530	20382	-	JCNJCL_00010	uvrA	excinuclease ABC subunit UvrA	COG:COG0178, COG:L, GO:0003677, GO:0005524, GO:0005737, GO:0006289, GO:0008270, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_002657284.1, SO:0001217, UniParc:UPI00016B2B3E, UniRef:UniRef100_A0A0H3C3R2, UniRef:UniRef50_Q890X9, UniRef:UniRef90_O51777
NZ_CP161904.1	cds	20386	22392	-	JCNJCL_00011	uvrB	excinuclease ABC subunit UvrB	COG:COG0556, COG:L, GO:0003677, GO:0005524, GO:0005737, GO:0006289, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_002657282.1, SO:0001217, UniParc:UPI00016B2DEE, UniRef:UniRef100_A0A7U8I702, UniRef:UniRef50_B5YJW4, UniRef:UniRef90_Q0SM15
NZ_CP161904.1	cds	22525	24234	+	JCNJCL_00012	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_002657281.1, SO:0001217, UniParc:UPI00016B2DED, UniRef:UniRef100_UPI00016B2DED, UniRef:UniRef50_A0A142JAC4, UniRef:UniRef90_A0A7I6GX37
NZ_CP161904.1	cds	24257	26476	+	JCNJCL_00013	clpA	ATP-dependent Clp protease, ATP-binding subunit ClpA	COG:COG0542, COG:O, RefSeq:WP_002660999.1, SO:0001217, UniParc:UPI00016B2B41, UniRef:UniRef100_A0A0H3C308, UniRef:UniRef50_B5RN33, UniRef:UniRef90_A0A7I6GX33
NZ_CP161904.1	cds	26491	29619	+	JCNJCL_00014	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0006428, GO:0008270, RefSeq:WP_002657276.1, SO:0001217, UniParc:UPI00016B2B42, UniRef:UniRef100_B7J0S6, UniRef:UniRef50_O51773, UniRef:UniRef90_O51773
NZ_CP161904.1	cds	29613	30437	+	JCNJCL_00015		Lipoprotein	RefSeq:WP_002662320.1, SO:0001217, UniParc:UPI0000057622, UniRef:UniRef100_O51772, UniRef:UniRef50_A0A1L6VR10, UniRef:UniRef90_A0A1L6VR10
