# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
NZ_CP161904.1	cds	1125	2309	-	JCNJCL_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51791
NZ_CP161904.1	cds	5837	6775	+	JCNJCL_00002	536.0	3.1e-191	1.0	0.957	0.997	UniRef:UniRef90_Q6W6N9
NZ_CP161904.1	cds	7446	8870	-	JCNJCL_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B2F52
NZ_CP161904.1	cds	8922	9905	-	JCNJCL_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B2DF0
NZ_CP161904.1	cds	9973	11205	-	JCNJCL_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51781
NZ_CP161904.1	cds	11384	13000	+	JCNJCL_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51780
NZ_CP161904.1	cds	13009	13608	+	JCNJCL_00007	375.0	3.6e-131	1.0	0.990	0.935	UniRef:UniRef90_O51779
NZ_CP161904.1	cds	13577	14125	+	JCNJCL_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_G5IXG9
NZ_CP161904.1	cds	14135	17575	-	JCNJCL_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000199A4C5
NZ_CP161904.1	cds	17530	20382	-	JCNJCL_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C3R2
NZ_CP161904.1	cds	20386	22392	-	JCNJCL_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I702
NZ_CP161904.1	cds	22525	24234	+	JCNJCL_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B2DED
NZ_CP161904.1	cds	24257	26476	+	JCNJCL_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C308
NZ_CP161904.1	cds	26491	29619	+	JCNJCL_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0S6
