nagZ~~~nagZ_1	gene-BB_RS00010	100.000	1029	0.0
glmM	gene-BB_RS00020	99.331	1794	0.0
yhhT~~~tqsA	gene-BB_RS00030	100.000	1089	0.0
group_847	gene-BB_RS00035	99.883	858	0.0
cdaA	gene-BB_RS00040	99.870	771	0.0
group_858	gene-BB_RS00045	99.701	1005	0.0
group_843	gene-BB_RS00050	99.733	375	0.0
group_1282	gene-BB_RS00055	99.762	840	0.0
truA	gene-BB_RS00060	99.325	741	0.0
group_752	gene-BB_RS00065	99.667	600	0.0
priA	gene-BB_RS00070	99.899	1983	0.0
udk	gene-BB_RS00075	100.000	621	0.0
group_1133	gene-BB_RS00090	99.898	981	0.0
group_761	gene-BB_RS00095	100.000	513	0.0
pfp	gene-BB_RS00100	99.760	1668	0.0
ruvB~~~ruvB_1	gene-BB_RS00110	99.617	1044	0.0
ruvA	gene-BB_RS00115	100.000	594	0.0
group_724	gene-BB_RS00125	100.000	732	0.0
group_798	gene-BB_RS00135	100.000	639	0.0
group_822	gene-BB_RS00140	99.905	1050	0.0
group_1129	gene-BB_RS00150	100.000	636	0.0
group_919	gene-BB_RS00155	99.694	981	0.0
group_976	gene-BB_RS00170	100.000	540	0.0
gyrA_1	gene-BB_RS00175	99.841	1881	0.0
gyrB_1	gene-BB_RS00180	99.722	1800	0.0
plsC	gene-BB_RS00185	99.602	753	0.0
group_1429	gene-BB_RS00190	99.736	1518	0.0
group_1357	gene-BB_RS00195	100.000	1503	0.0
cheR1~~~cheR	gene-BB_RS00200	99.883	852	0.0
phoU	gene-BB_RS00205	99.851	672	0.0
group_801	gene-BB_RS00215	100.000	402	0.0
smc	gene-BB_RS00220	99.469	2448	0.0
rnhB	gene-BB_RS00225	99.267	546	0.0
group_1372	gene-BB_RS00230	99.729	369	0.0
group_777	gene-BB_RS00245	99.556	675	0.0
group_882	gene-BB_RS00250	99.565	690	0.0
trmH	gene-BB_RS00255	99.696	657	0.0
ung	gene-BB_RS00260	99.554	672	0.0
group_1391	gene-BB_RS00265	99.449	363	0.0
pgk	gene-BB_RS00275	99.408	1182	0.0
gap	gene-BB_RS00280	99.702	1008	0.0
group_1157	gene-BB_RS00285	99.949	1971	0.0
corC	gene-BB_RS00290	99.872	780	0.0
group_808	gene-BB_RS00305	98.884	717	0.0
fmt	gene-BB_RS00315	99.894	939	0.0
def2~~~def1	gene-BB_RS00320	99.398	498	0.0
group_162	gene-BB_RS00330	99.438	1779	0.0
cof~~~yigL_1	gene-BB_RS00335	99.773	882	0.0
group_924	gene-BB_RS00340	99.839	1239	0.0
group_1143	gene-BB_RS00345	100.000	462	0.0
group_983	gene-BB_RS00350	100.000	1473	0.0
group_982	gene-BB_RS00360	99.465	561	0.0
group_1259	gene-BB_RS00370	99.504	1410	0.0
ftsY	gene-BB_RS00375	99.764	846	0.0
group_1261	gene-BB_RS00385	99.602	1255	0.0
lolD	gene-BB_RS00390	99.853	681	0.0
group_1501	gene-BB_RS00400	99.846	1299	0.0
group_785	gene-BB_RS00405	99.377	321	4.90e-164
csd_1~~~csd_2~~~csd	gene-BB_RS00410	99.764	1269	0.0
group_765	gene-BB_RS00415	99.765	426	0.0
ldh~~~ldh1	gene-BB_RS00425	99.790	951	0.0
group_1161	gene-BB_RS00440	100.000	435	0.0
group_981	gene-BB_RS00445	99.617	1827	0.0
atpD	gene-BB_RS00450	99.836	609	0.0
ntpB	gene-BB_RS00455	100.000	1305	0.0
ntpA~~~atpA	gene-BB_RS00460	99.942	1728	0.0
atpE	gene-BB_RS00470	99.833	600	0.0
group_1333	gene-BB_RS00475	100.000	387	0.0
mutS2	gene-BB_RS00480	99.915	2343	0.0
rsgA	gene-BB_RS00485	100.000	924	0.0
murI	gene-BB_RS00490	99.873	786	0.0
asnS	gene-BB_RS00495	99.928	1389	0.0
group_770	gene-BB_RS00505	99.663	594	0.0
map	gene-BB_RS00515	99.868	756	0.0
group_1204	gene-BB_RS00520	99.940	1668	0.0
prsA~~~surA	gene-BB_RS00530	99.901	1011	0.0
group_457	gene-BB_RS00535	99.582	1197	0.0
group_788	gene-BB_RS00540	99.853	1365	0.0
dnaB	gene-BB_RS00545	99.854	1368	0.0
rplI	gene-BB_RS00550	99.234	522	0.0
group_168	gene-BB_RS00555	100.000	291	1.50e-150
ssb	gene-BB_RS00560	99.778	450	0.0
group_1244	gene-BB_RS00565	99.762	420	0.0
ptsG_1	gene-BB_RS00570	99.587	1695	0.0
group_1358	gene-BB_RS00580	99.155	1302	0.0
group_986	gene-BB_RS00585	99.883	852	0.0
group_851	gene-BB_RS00615	99.308	723	0.0
rpsA	gene-BB_RS00625	99.879	1656	0.0
cmk_1	gene-BB_RS00630	98.498	666	0.0
rluB	gene-BB_RS00635	99.467	750	0.0
group_1193	gene-BB_RS00640	99.740	768	0.0
recA_2~~~recA	gene-BB_RS00645	99.727	1098	0.0
greA	gene-BB_RS00650	99.926	2706	0.0
group_1182	gene-BB_RS00655	100.000	945	0.0
pbpB~~~ftsI~~~spoVD	gene-BB_RS00670	99.630	1890	0.0
menE	gene-BB_RS00675	99.947	1893	0.0
mdtB~~~mdtC~~~swrC	gene-BB_RS00690	99.596	3216	0.0
group_1268	gene-BB_RS00695	99.790	954	0.0
group_1269	gene-BB_RS00700	99.534	1287	0.0
group_701	gene-BB_RS00705	96.825	189	3.07e-87
group_1876	gene-BB_RS00710	99.885	873	0.0
opuAB	gene-BB_RS00715	100.000	900	0.0
btuD_1	gene-BB_RS00720	100.000	1119	0.0
fla_2~~~fla	gene-BB_RS00725	99.703	1011	0.0
group_1303	gene-BB_RS00730	99.499	1998	0.0
nagA	gene-BB_RS00735	99.337	1206	0.0
nagB	gene-BB_RS00740	100.000	807	0.0
sodA	gene-BB_RS00745	100.000	612	0.0
secA_1~~~secA_2~~~secA	gene-BB_RS00750	99.741	2700	0.0
group_874	gene-BB_RS00765	100.000	417	0.0
group_1295	gene-BB_RS00775	99.852	675	0.0
alr1~~~alr	gene-BB_RS00780	99.911	1119	0.0
group_41	gene-BB_RS00785	99.813	1602	0.0
group_757	gene-BB_RS07735	100.000	168	4.85e-84
group_975	gene-BB_RS00790	99.943	1749	0.0
yrbG	gene-BB_RS00795	100.000	987	0.0
group_1263	gene-BB_RS00800	100.000	1845	0.0
malQ	gene-BB_RS00805	99.474	1521	0.0
pal	gene-BB_RS00810	99.402	1170	0.0
dksA	gene-BB_RS00815	99.735	378	0.0
group_990	gene-BB_RS00825	99.351	2004	0.0
group_467	gene-BB_RS00830	98.299	588	0.0
