#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
NZ_CP161073.1	157484	157918	+	KFDJMC_00152	16.9	10.1		RefSeq:WP_014540597.1, SO:0001217, UniParc:UPI0001F23AB0, UniRef:UniRef100_UPI0001F23AB0, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
NZ_CP161073.1	272034	273038	-	KFDJMC_00259	38.6	4.2		RefSeq:WP_014540635.1, SO:0001217, UniParc:UPI0001F2393F, UniRef:UniRef100_UPI0001F2393F, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
NZ_CP161073.1	367858	368283	+	KFDJMC_00355	16.6	9.7		SO:0001217, UniRef:UniRef50_O51335
NZ_CP161073.1	416091	416507	+	KFDJMC_00400	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
NZ_CP161073.1	534584	535006	-	KFDJMC_00523	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
NZ_CP161073.1	563459	564952	-	KFDJMC_00553	59.2	5.7		RefSeq:WP_014540714.1, SO:0001217, UniParc:UPI0001F23A14, UniRef:UniRef100_UPI0001F23A14, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
NZ_CP161073.1	644030	644398	+	KFDJMC_00622	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
NZ_CP161073.1	661862	662176	-	KFDJMC_00637	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
NZ_CP161073.1	689454	689750	+	KFDJMC_00657	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
NZ_CP161073.1	738391	738930	+	KFDJMC_00707	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
NZ_CP161073.1	791559	792833	+	KFDJMC_00758	48.5	4.5		RefSeq:WP_014540793.1, SO:0001217, UniParc:UPI0001F23AD0, UniRef:UniRef100_UPI0001F23AD0, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
NZ_CP161073.1	793070	793384	-	KFDJMC_00759	12.5	4.7		
NZ_CP161073.1	793446	794075	-	KFDJMC_00760	24.6	10.0		
NZ_CP161073.1	814102	814536	-	KFDJMC_00783	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
NZ_CP161082.1	6176	6625	+	KFDJMC_00990	17.2	5.9		SO:0001217, UniRef:UniRef50_Q9S052
NZ_CP161082.1	26812	27498	-	KFDJMC_01021	26.8	6.4		RefSeq:WP_014540128.1, SO:0001217, UniParc:UPI0001F23A08, UniRef:UniRef100_UPI0001F23A08, UniRef:UniRef50_A0A1L8ZAA5, UniRef:UniRef90_A0A1L8ZAA5
NZ_CP161082.1	27989	28129	+	KFDJMC_01023	5.2	10.1		
NZ_CP161082.1	28174	28266	+	KFDJMC_01024	3.6	8.8		
NZ_CP161088.1	7309	7836	+	KFDJMC_01037	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
NZ_CP161078.1	3	248	+	KFDJMC_01054	9.4	9.1		
NZ_CP161078.1	7645	7818	+	KFDJMC_01067	6.4	4.4		
NZ_CP161078.1	28028	28150	+	KFDJMC_01097	4.9	9.6		
NZ_CP161090.1	5871	6035	-	KFDJMC_01109	6.3	8.6		
NZ_CP161087.1	4967	5290	+	KFDJMC_01116	13.0	9.4		RefSeq:WP_010258250.1, SO:0001217, UniParc:UPI00017F2B75, UniRef:UniRef100_UPI00017F2B75, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
