# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NZ_CP161073.1	cds	112	675	+	KFDJMC_00001		Uncharacterized protein BB_0001	RefSeq:WP_020948668.1, SO:0001217, UniParc:UPI00016B30FB, UniRef:UniRef100_O51035, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
NZ_CP161073.1	cds	794	1822	-	KFDJMC_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_106009679.1, SO:0001217, UniParc:UPI000D02C7E8, UniRef:UniRef100_UPI000D02C7E8, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
NZ_CP161073.1	cds	1810	3279	-	KFDJMC_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_106009681.1, SO:0001217, UniParc:UPI000D025573, UniRef:UniRef100_UPI000D025573, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
NZ_CP161073.1	cds	3425	5218	+	KFDJMC_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_044007456.1, SO:0001217, UniParc:UPI0003125A08, UniRef:UniRef100_UPI0003125A08, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
NZ_CP161073.1	cds	5281	6336	-	KFDJMC_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002662453.1, SO:0001217, UniParc:UPI00017F3654, UniRef:UniRef100_UPI00017F3654, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
NZ_CP161073.1	cds	6339	7427	-	KFDJMC_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
NZ_CP161073.1	cds	7488	8345	-	KFDJMC_00007		Uncharacterized protein BB_0007	RefSeq:WP_002656463.1, SO:0001217, UniParc:UPI00016B38B9, UniRef:UniRef100_UPI00016B38B9, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
NZ_CP161073.1	cds	8457	9227	+	KFDJMC_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
NZ_CP161073.1	cds	9232	10236	+	KFDJMC_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_014540549.1, SO:0001217, UniParc:UPI0001F23A17, UniRef:UniRef100_UPI0001F23A17, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
NZ_CP161073.1	cds	10233	10607	+	KFDJMC_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
NZ_CP161073.1	cds	10611	11450	+	KFDJMC_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002556618.1, SO:0001217, UniParc:UPI00000572F8, UniRef:UniRef100_O51044, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
NZ_CP161073.1	cds	11451	12191	+	KFDJMC_00012	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_014540550.1, SO:0001217, UniParc:UPI0001F23A18, UniRef:UniRef100_UPI0001F23A18, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
NZ_CP161073.1	cds	12184	12783	+	KFDJMC_00013		Uncharacterized protein BB_0013	RefSeq:WP_014540551.1, SO:0001217, UniParc:UPI0001F23A19, UniRef:UniRef100_UPI0001F23A19, UniRef:UniRef50_O51046, UniRef:UniRef90_O51046
NZ_CP161073.1	cds	12776	14758	+	KFDJMC_00014	priA	primosomal protein N'	COG:COG1198, COG:L, EC:3.6.4.-, GO:0003677, GO:0003678, GO:0003688, GO:0005524, GO:0005658, GO:0006260, GO:0006268, GO:0006269, GO:0008270, GO:0016787, GO:0016818, GO:1990077, RefSeq:WP_014540552.1, SO:0001217, UniParc:UPI0001F23A1A, UniRef:UniRef100_UPI0001F23A1A, UniRef:UniRef50_Q45032, UniRef:UniRef90_Q45032
NZ_CP161073.1	cds	14755	15375	-	KFDJMC_00015	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, GO:0046108, RefSeq:WP_002659071.1, SO:0001217, UniParc:UPI0000465216, UniRef:UniRef100_Q5W608, UniRef:UniRef50_Q59190, UniRef:UniRef90_Q59190
NZ_CP161073.1	cds	15375	15752	-	KFDJMC_00016	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, SO:0001217, UniParc:UPI00000572FD, UniRef:UniRef100_Q5W610, UniRef:UniRef50_A0A142JCH9, UniRef:UniRef90_Q5W610
NZ_CP161073.1	cds	16025	16834	+	KFDJMC_00017	yitT	DUF161 DUF2179 domains-containing protein	COG:COG1284, COG:S, SO:0001217, UniParc:UPI000188480C, UniRef:UniRef100_O51049, UniRef:UniRef50_Q0SPE7, UniRef:UniRef90_Q0SPE7
NZ_CP161073.1	cds	16837	17817	-	KFDJMC_00018	rluD	Ribosomal large subunit pseudouridine synthase D	COG:COG0564, COG:J, EC:5.4.99.23, GO:0001522, GO:0003723, GO:0006364, GO:0120159, RefSeq:WP_014540553.1, SO:0001217, UniParc:UPI0001F23A1B, UniRef:UniRef100_UPI0001F23A1B, UniRef:UniRef50_P70870, UniRef:UniRef90_P70870
NZ_CP161073.1	cds	17822	18334	-	KFDJMC_00019		Uncharacterized protein BB_0019	GO:0016020, RefSeq:WP_014540554.1, SO:0001217, UniParc:UPI00016B376F, UniRef:UniRef100_UPI00016B376F, UniRef:UniRef50_O51051, UniRef:UniRef90_O51051
NZ_CP161073.1	cds	18342	20009	-	KFDJMC_00020	pfp	diphosphate--fructose-6-phosphate 1-phosphotransferase	COG:COG0205, COG:G, EC:2.7.1.90, GO:0003872, GO:0005524, GO:0005829, GO:0006002, GO:0006096, GO:0046872, GO:0047334, RefSeq:WP_002656158.1, SO:0001217, UniParc:UPI00000B051F, UniRef:UniRef100_P70826, UniRef:UniRef50_Q9EZ02, UniRef:UniRef90_P70826
NZ_CP161073.1	cds	20140	20622	-	KFDJMC_00021	queA	(pseudo) tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, KEGG:K07568, SO:0001217, UniRef:UniRef50_O51053, UniRef:UniRef90_O51053
NZ_CP161073.1	cds	20629	20955	-	KFDJMC_00022		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_A0A7U8EZ11, UniRef:UniRef90_A0A7U8EZ11
