# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	99	716	+	HOFFII_00001		S2/P23 family protein	SO:0001217, UniRef:UniRef50_Q45009, UniRef:UniRef90_UPI001E399208
contig_1	cds	713	811	+	HOFFII_00002		hypothetical protein	
contig_1	cds	804	1091	+	HOFFII_00003		hypothetical protein	RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
contig_1	cds	1357	5181	-	HOFFII_00004		Putative restriction/modification enzyme	RefSeq:WP_012622453.1, SO:0001217, UniParc:UPI00016B34D7, UniRef:UniRef100_A0A7U4DIS9, UniRef:UniRef50_A0A7U3YB31, UniRef:UniRef90_A0A7U4DIS9
contig_1	cds	5394	6194	-	HOFFII_00005		PilZN3 domain-containing protein	RefSeq:WP_012622457.1, SO:0001217, UniParc:UPI00016B34D6, UniRef:UniRef100_A0A7U4DIR1, UniRef:UniRef50_O51675, UniRef:UniRef90_A0A0H3C3D7
contig_1	cds	7242	7976	-	HOFFII_00006		MvaI/BcnI restriction endonuclease domain-containing protein	RefSeq:WP_012622449.1, SO:0001217, UniParc:UPI00016B34D4, UniRef:UniRef100_A0A7U4DIT6, UniRef:UniRef50_A0A5C8GC53, UniRef:UniRef90_A0A7U4DIT6
contig_1	cds	7978	8913	-	HOFFII_00007	dcm	Cytosine-specific methyltransferase	RefSeq:WP_012622459.1, SO:0001217, UniParc:UPI00016B34D3, UniRef:UniRef100_A0A7U3YB22, UniRef:UniRef50_U6B4I1, UniRef:UniRef90_A0A7U3YB22
contig_1	cds	9018	9212	-	HOFFII_00008		hypothetical protein	RefSeq:WP_012622448.1, SO:0001217, UniParc:UPI00018A866E, UniRef:UniRef100_A0A7U3YAZ8, UniRef:UniRef50_A0A7U3YAZ8, UniRef:UniRef90_A0A7U3YAZ8
contig_1	cds	9209	9808	-	HOFFII_00009		chromosome replication/partitioning protein	RefSeq:WP_012622456.1, SO:0001217, UniParc:UPI00016B34D1, UniRef:UniRef100_A0A7U4DIS7, UniRef:UniRef50_A0A7U4DIS7, UniRef:UniRef90_A0A7U4DIS7
contig_1	cds	9833	10570	-	HOFFII_00010		PF-32 protein	RefSeq:WP_012622446.1, SO:0001217, UniParc:UPI00016B34D0, UniRef:UniRef100_A0A7U3YAZ9, UniRef:UniRef50_A0A9N7B9Y6, UniRef:UniRef90_A0A9N7B9Y6
contig_1	cds	10546	11115	-	HOFFII_00011		Plasmid partitioning associated protein-1	RefSeq:WP_100215635.1, SO:0001217, UniParc:UPI000A8CCAD5, UniRef:UniRef100_A0A7U3YAZ6, UniRef:UniRef50_A0A7U3YAZ6, UniRef:UniRef90_A0A7U3YAZ6
contig_1	cds	11112	12215	-	HOFFII_00012		Plasmid partition protein	RefSeq:WP_012622461.1, SO:0001217, UniParc:UPI00016B34CE, UniRef:UniRef100_A0A7U3YAZ1, UniRef:UniRef50_A0A7U3YAZ1, UniRef:UniRef90_A0A7U3YAZ1
contig_1	cds	12409	13542	-	HOFFII_00013		Transposase	KEGG:K07496, RefSeq:WP_012622444.1, SO:0001217, UniParc:UPI00016B34CD, UniRef:UniRef100_A0A7U3YAZ4, UniRef:UniRef50_Q09GR9, UniRef:UniRef90_Q09GR9
contig_1	cds	16658	18532	+	HOFFII_00014		BBD14-like protein	RefSeq:WP_012622454.1, SO:0001217, UniParc:UPI00016B34CC, UniRef:UniRef100_A0A7U3YB04, UniRef:UniRef50_A0A7U3YB04, UniRef:UniRef90_A0A7U3YB04
contig_1	cds	18551	19906	+	HOFFII_00015		DNA helicase	RefSeq:WP_043163555.1, SO:0001217, UniParc:UPI00016B34CB, UniRef:UniRef100_A0A7U3YB07, UniRef:UniRef50_A0A7U3YB07, UniRef:UniRef90_A0A7U3YB07
contig_1	cds	20445	21581	-	HOFFII_00016		Transposase	KEGG:K07496, RefSeq:WP_012622450.1, SO:0001217, UniParc:UPI0000E13F0E, UniRef:UniRef100_Q09GR9, UniRef:UniRef50_Q09GR9, UniRef:UniRef90_Q09GR9
contig_1	cds	21861	22859	-	HOFFII_00017	erpD	ErpD protein	RefSeq:WP_010890266.1, SO:0001217, UniParc:UPI0000056982, UniRef:UniRef100_G5IXI1, UniRef:UniRef50_G5IXI1, UniRef:UniRef90_G5IXI1
contig_1	cds	23141	23905	-	HOFFII_00018		hypothetical protein	RefSeq:WP_012622455.1, SO:0001217, UniParc:UPI00016B3378, UniRef:UniRef100_A0A7U3YB08, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
contig_1	cds	24461	25885	-	HOFFII_00019	yfcC	putative membrane transporter YfcC, affects glyoxylate shunt	COG:COG1288, COG:R, RefSeq:WP_002660994.1, SO:0001217, UniParc:UPI00016C4D0B, UniRef:UniRef100_UPI00016C4D0B, UniRef:UniRef50_A0A1L6VUG6, UniRef:UniRef90_A0A1L6VUG6
contig_1	cds	25937	26920	-	HOFFII_00020	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0016597, GO:0019546, GO:0019547, GO:0042450, RefSeq:WP_010255674.1, SO:0001217, UniParc:UPI00017F2DE1, UniRef:UniRef100_UPI00017F2DE1, UniRef:UniRef50_P0C2U0, UniRef:UniRef90_O51782
contig_1	cds	26988	28220	-	HOFFII_00021	arcA	arginine deiminase	COG:COG2235, COG:E, EC:3.5.3.6, GO:0005737, GO:0016990, GO:0019546, GO:0019547, RefSeq:WP_096890767.1, SO:0001217, UniParc:UPI000BC30643, UniRef:UniRef100_UPI000BC30643, UniRef:UniRef50_O51781, UniRef:UniRef90_O51781
contig_1	cds	28399	30015	+	HOFFII_00022		Lipoprotein	RefSeq:WP_096890766.1, SO:0001217, UniParc:UPI000BC3499C, UniRef:UniRef100_UPI000BC3499C, UniRef:UniRef50_A0A5J6WC56, UniRef:UniRef90_A0A1L6VU60
contig_1	cds	30024	30623	+	HOFFII_00023		Ribonuclease H1 N-terminal domain-containing protein	RefSeq:WP_002656992.1, SO:0001217, UniParc:UPI00016B3615, UniRef:UniRef100_A0A7U8I7Q7, UniRef:UniRef50_O51779, UniRef:UniRef90_O51779
contig_1	cds	30592	31137	+	HOFFII_00024		Lipoprotein	RefSeq:WP_002662560.1, SO:0001217, UniParc:UPI0001956A46, UniRef:UniRef100_UPI0001956A46, UniRef:UniRef50_D6RWI6, UniRef:UniRef90_A0A7W9ZK21
contig_1	cds	31147	34587	-	HOFFII_00025	lptD	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	COG:COG1452, COG:M, RefSeq:WP_096890765.1, SO:0001217, UniParc:UPI000BC34D4A, UniRef:UniRef100_UPI000BC34D4A, UniRef:UniRef50_I0FDT1, UniRef:UniRef90_G0AMS4
contig_1	cds	34542	37394	-	HOFFII_00026	uvrA	excinuclease ABC subunit UvrA	COG:COG0178, COG:L, GO:0003677, GO:0005524, GO:0005737, GO:0006289, GO:0008270, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_002662068.1, SO:0001217, UniParc:UPI00016C4F50, UniRef:UniRef100_UPI00016C4F50, UniRef:UniRef50_Q890X9, UniRef:UniRef90_O51777
