#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144302	144490	-	CBONDI_00141	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157563	157997	+	CBONDI_00152	16.9	10.1		RefSeq:WP_002660853.1, SO:0001217, UniParc:UPI00016C4AA2, UniRef:UniRef100_UPI00016C4AA2, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272262	273275	-	CBONDI_00259	39.2	4.3		RefSeq:WP_002661064.1, SO:0001217, UniParc:UPI00016C413F, UniRef:UniRef100_UPI00016C413F, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368099	368524	+	CBONDI_00354	16.5	9.8		SO:0001217, UniParc:UPI00016C4CFD, UniRef:UniRef100_A0A7U8EY71, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416337	416753	+	CBONDI_00400	16.3	10.5		RefSeq:WP_002661094.1, SO:0001217, UniParc:UPI00016C516C, UniRef:UniRef100_UPI00016C516C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	534829	535251	-	CBONDI_00523	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563784	565271	-	CBONDI_00552	59.1	5.7		RefSeq:WP_002661247.1, SO:0001217, UniParc:UPI00016C3C19, UniRef:UniRef100_UPI00016C3C19, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644361	644729	+	CBONDI_00621	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662184	662498	-	CBONDI_00636	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689765	690061	+	CBONDI_00656	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738718	739257	+	CBONDI_00706	21.0	9.9		RefSeq:WP_002660388.1, SO:0001217, UniParc:UPI00016C3BF2, UniRef:UniRef100_A0A7U8EYJ6, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	791923	793197	+	CBONDI_00757	48.5	4.5		RefSeq:WP_002661139.1, SO:0001217, UniParc:UPI00016C5820, UniRef:UniRef100_UPI00016C5820, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814451	814885	-	CBONDI_00781	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_1	905068	905268	+	CBONDI_00853	7.8	6.5		RefSeq:WP_231028326.1, SO:0001217, UniParc:UPI001E33E8FC, UniRef:UniRef100_UPI001E33E8FC, UniRef:UniRef50_A0A7U8I4G9, UniRef:UniRef90_A0A7U8I4G9
contig_1	906763	907020	+	CBONDI_00854	10.3	8.6		SO:0001217, UniParc:UPI00018E251A, UniRef:UniRef100_A0A7U8EX85, UniRef:UniRef50_A0A7U8EX85, UniRef:UniRef90_A0A7U8EX85
contig_1	907103	907309	+	CBONDI_00855	7.9	7.7		SO:0001217, UniRef:UniRef50_A0A7U8EX71, UniRef:UniRef90_A0A7U8EX71
contig_2	3761	3955	+	CBONDI_00860	7.6	9.0		RefSeq:WP_012665167.1, SO:0001217, UniParc:UPI000005682A, UniRef:UniRef100_UPI000005682A, UniRef:UniRef50_A0A9N7G460, UniRef:UniRef90_A0A9N7G460
contig_2	13014	13133	+	CBONDI_00868	4.4	4.9		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
contig_2	28692	29048	+	CBONDI_00878	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
contig_2	29255	29353	+	CBONDI_00879	3.6	8.5		
contig_2	31570	31809	+	CBONDI_00882	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
contig_2	50222	51058	-	CBONDI_00896	32.2	9.1	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_012622389.1, SO:0001217, UniParc:UPI00016B2F6C, UniRef:UniRef100_A0A7U4DJ06, UniRef:UniRef90_Q66YX5
contig_2	53617	53793	+	CBONDI_00899	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
contig_3	19355	20752	-	CBONDI_00944	52.8	6.5		RefSeq:WP_012622802.1, SO:0001217, UniParc:UPI000005692B, UniRef:UniRef100_A0A7U4DJ15, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
contig_3	34959	35552	-	CBONDI_00963	22.7	9.1		RefSeq:WP_012622796.1, SO:0001217, UniParc:UPI00016B38CF, UniRef:UniRef100_A0A9N7AM77, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
contig_3	38378	38536	-	CBONDI_00967	6.1	10.2		RefSeq:WP_012665572.1, SO:0001217, UniParc:UPI00016C39BB, UniRef:UniRef100_UPI00016C39BB, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
contig_4	70	261	+	CBONDI_00986	7.8	6.6		RefSeq:WP_012622447.1, SO:0001217, UniParc:UPI00016B34DB, UniRef:UniRef100_A0A7U4DIT2, UniRef:UniRef50_A0A7U4DIT2, UniRef:UniRef90_A0A7U4DIT2
contig_4	3142	3240	+	CBONDI_00989	4.0	9.7		
contig_4	3233	3520	+	CBONDI_00990	11.2	10.0		RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
contig_4	18421	18711	-	CBONDI_00999	11.5	9.5		RefSeq:WP_231021711.1, SO:0001217, UniParc:UPI001E3F9E3E, UniRef:UniRef100_UPI001E3F9E3E, UniRef:UniRef50_UPI001E5893B3, UniRef:UniRef90_UPI001E5893B3
contig_4	21897	22661	-	CBONDI_01003	29.2	9.9		RefSeq:WP_106037628.1, SO:0001217, UniParc:UPI000D02D4CB, UniRef:UniRef100_UPI000D02D4CB, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
contig_4	22972	23823	+	CBONDI_01004	32.9	9.8		SO:0001217, UniRef:UniRef50_O50757, UniRef:UniRef90_UPI00016C55D9
contig_4	33144	33317	-	CBONDI_01011	6.7	9.3		RefSeq:WP_012665886.1, SO:0001217, UniParc:UPI00016C4843, UniRef:UniRef100_A0A7U4DIW0, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
contig_4	33479	33700	-	CBONDI_01012	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
