# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NZ_CP161091.1	cds	113	676	+	LJGGDI_00001		Uncharacterized protein BB_0001	RefSeq:WP_020948668.1, SO:0001217, UniParc:UPI00016B30FB, UniRef:UniRef100_O51035, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
NZ_CP161091.1	cds	795	1823	-	LJGGDI_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_106009679.1, SO:0001217, UniParc:UPI000D02C7E8, UniRef:UniRef100_UPI000D02C7E8, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
NZ_CP161091.1	cds	1811	3280	-	LJGGDI_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_106009681.1, SO:0001217, UniParc:UPI000D025573, UniRef:UniRef100_UPI000D025573, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
NZ_CP161091.1	cds	3426	5219	+	LJGGDI_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_044007456.1, SO:0001217, UniParc:UPI0003125A08, UniRef:UniRef100_UPI0003125A08, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
NZ_CP161091.1	cds	5282	6337	-	LJGGDI_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002662453.1, SO:0001217, UniParc:UPI00017F3654, UniRef:UniRef100_UPI00017F3654, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
NZ_CP161091.1	cds	6340	7428	-	LJGGDI_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
NZ_CP161091.1	cds	7489	8346	-	LJGGDI_00007		Uncharacterized protein BB_0007	RefSeq:WP_002656463.1, SO:0001217, UniParc:UPI00016B38B9, UniRef:UniRef100_UPI00016B38B9, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
NZ_CP161091.1	cds	8458	9228	+	LJGGDI_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
NZ_CP161091.1	cds	9233	10237	+	LJGGDI_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_014540549.1, SO:0001217, UniParc:UPI0001F23A17, UniRef:UniRef100_UPI0001F23A17, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
NZ_CP161091.1	cds	10234	10608	+	LJGGDI_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
